timestamp,fhr,uc
1.0,150.41452847886725,6.914528478867257
2.0,159.8220555826329,8.221665035482248
3.0,151.6567991074732,9.156799107473216
4.0,151.22968051522756,7.479680515227543
5.0,165.6676262426097,9.78134018461831
6.0,170.73160054862802,9.334987362282659
7.0,149.9119069835628,10.161906983562801
8.0,166.36619085259844,12.752397162899012
9.0,176.68463646927702,12.045769588581775
10.0,172.54046914879916,11.472297961348112
11.0,171.4610808883614,13.563598108737004
12.0,178.2395899273528,12.430799265459513
13.0,176.03296881070668,13.15371587238046
14.0,174.83979042126566,11.981023858247811
15.0,146.69101319077637,12.941013190776374
16.0,146.74125667387383,15.241256673873842
17.0,146.33608954980957,14.836089549809579
18.0,146.03073493070397,14.530734930703968
19.0,173.02635391951512,14.010780506370523
20.0,145.62063195888268,14.620631958882694
21.0,178.15791703518153,15.627947924243944
22.0,147.39124780408665,15.391247804086644
23.0,175.48853253532567,16.084890088305627
24.0,147.35497629397824,15.354976293978247
25.0,146.6498371272202,12.149837127220202
26.0,163.16836893807073,13.529312352631884
27.0,147.12074134725995,13.120741347259942
28.0,146.51695530599187,14.016955305991875
29.0,146.59423834429458,15.094238344294576
30.0,169.3950703626219,13.839803282391607
31.0,172.86545181408997,13.27647865076915
32.0,168.46728117319873,12.821769007318172
33.0,181.4748503777596,14.944042897205286
34.0,163.63746551666517,13.514357203419348
35.0,174.7759193176205,14.734356937528496
36.0,172.25492974645442,14.16148203171029
37.0,165.76567883441479,14.021856812782758
38.0,162.16398207222713,13.793226528326437
39.0,180.51772086266763,14.98487304825641
40.0,161.4917322155015,16.936028594944148
41.0,165.19600909572273,19.752275975997417
42.0,160.92967273316071,15.573543884876123
43.0,147.22732488323547,17.72732488323548
44.0,146.54692417422322,18.046924174223214
45.0,146.3255525049625,17.07555250496251
46.0,168.6016717442823,18.47151493948915
47.0,170.98382684570242,14.056655609481194
48.0,179.9278786334172,13.127403043865401
49.0,148.03618774394295,13.78618774394296
50.0,176.31313345910786,15.710294705355915
51.0,162.4684098619341,15.042368259302549
52.0,173.79153159492924,13.268259636406162
53.0,148.01229568621505,12.762295686215055
54.0,169.02776355472844,11.555129647007572
55.0,147.1056604880944,10.10566048809441
56.0,171.36420617681776,9.399388535055246
57.0,147.4597893655587,8.709789365558704
58.0,147.62258162874917,9.622581628749181
59.0,146.95758526333643,8.457585263336432
60.0,147.6132404986626,8.613240498662599
61.0,161.57224124110016,7.818087852117611
62.0,147.97831644254651,8.728316442546523
63.0,146.9174219778036,7.167421977803585
64.0,170.8474655783773,6.953906751596554
65.0,147.25217015838086,7.502170158380857
66.0,175.29602959420836,6.9602895751751515
67.0,146.20872088238858,6.958720882388574
68.0,169.20770413315998,6.699706035565067
69.0,175.55263557761634,5.074322109963703
70.0,161.0977862149759,6.388231076297084
71.0,174.66970500819804,6.210792323209768
72.0,170.95413996994674,6.290843625329142
73.0,177.5643624531499,7.637927669793001
74.0,146.90562191839945,6.905621918399433
75.0,147.4694949239979,6.969494923997903
76.0,162.41974081941916,6.711125116891995
77.0,174.91100950190184,7.527599640980463
78.0,145.89854700081747,5.898547000817464
79.0,147.00857504852732,7.508575048527334
80.0,179.32172972056517,6.260257540724661
81.0,177.25963428265044,6.290720520147237
82.0,171.94743763671113,6.453429585982134
83.0,175.89353547238773,7.3786688715032485
84.0,181.21758069133554,8.053480059814575
85.0,172.84819895491745,5.743415749144951
86.0,172.42905467490627,6.468418552813622
87.0,164.3972316960774,5.721832380182119
88.0,165.39000284171564,5.298357558908091
89.0,165.45290127225508,6.608143056705722
90.0,144.56989494209827,7.069894942098278
91.0,169.69705331450575,8.652148876230292
92.0,173.31357443850726,8.025201571273888
93.0,145.4434104146467,7.693410414646707
94.0,144.18827596570927,7.938275965709276
95.0,177.41937755974212,6.418512235246381
96.0,143.24280188702073,7.742801887020724
97.0,142.8200738961359,7.320073896135919
98.0,175.58716146974922,8.097298369399114
99.0,143.39014309217094,10.390143092170945
100.0,143.2978748541239,10.297874854123918
