timestamp,fhr,uc
1,150.45355321169305,6.953553211693044
2,150.4485018114423,8.448501811442307
3,151.31366355686296,8.813663556862972
4,94.92800526551098,7.268783618765896
5,151.60951651720168,9.85951651720167
6,150.13355615599065,8.38355615599064
7,90.166517431161,10.29536761225777
8,73.0266269214797,12.223101882500153
9,87.3034769143061,11.124032119177334
10,83.2619721938739,11.004382691271235
11,90.85743880322639,13.21351338646722
12,103.92097299644226,11.835821419838098
13,80.35618132394289,13.30126802772828
14,79.5396114470945,11.646927794254731
15,76.67688678891538,13.59237657542892
16,145.6027225603264,14.102722560326423
17,100.02950500668899,14.515281409280396
18,146.75990681829308,15.259906818293068
19,145.1285631164444,13.878563116444418
20,91.10653640660085,14.98669572046797
21,145.75646573044716,15.256465730447168
22,97.9306448216998,14.544897554340146
23,108.33258264779289,14.795197153874259
24,81.33603925709593,15.26754105119289
25,145.75712830168195,11.257128301681957
26,90.78045256843113,13.922182174624526
27,106.77332162956858,11.895568306992663
28,89.13852740035064,14.082224293055653
29,85.32654273715774,14.750320455566028
30,105.23088149052961,12.794916988123642
31,146.37377368780628,13.623773687806278
32,92.27993073300786,12.524544545013834
33,85.40024953585359,14.019396407757846
34,107.19090576206676,13.673709862440406
35,99.1746449376406,13.190600427453562
36,73.33086692954878,13.94040335021334
37,98.76513978542529,13.581879612602409
38,90.5814101743304,13.085949793176722
39,146.81308902344225,14.563089023442235
40,146.85313620519318,17.85313620519317
41,145.97927995093985,18.979279950939862
42,147.03997762817343,15.539977628173427
43,146.5579170960211,17.057917096021104
44,72.57962889653683,17.956307973823346
45,146.65479317634092,17.404793176340903
46,80.86207236020611,17.983395786639406
47,99.37655825717914,14.52383006905632
48,89.34446129997508,13.28044965764619
49,147.478492540639,13.228492540639001
50,147.95902506106023,15.709025061060228
51,93.02950572512154,15.67828461786942
52,146.4120390573749,13.912039057374901
53,83.8807864121118,11.652809498888015
54,86.65532238702306,12.094296837031031
55,83.55208939201856,11.343474298728754
56,85.98246660142162,10.49487610008028
57,147.46106910160142,8.711069101601426
58,94.05557658989646,9.141868699675502
59,146.7419857435332,8.241985743533204
60,87.90943700375848,8.164135883622114
61,102.06650074136418,7.269418276446254
62,79.79626165950927,7.641219340154794
63,147.1302574909323,7.380257490932303
64,90.42648267546365,8.364574320049224
65,147.4866979213607,7.736697921360699
66,74.93071070694545,6.703477151115422
67,79.37880539496547,7.229342239383353
68,80.57722697599628,6.15637961701838
69,104.41023713373576,5.346339032695965
70,146.3000785184954,6.0500785184954085
71,103.90751978318296,6.373016991342023
72,146.89302186268966,6.393021862689677
73,107.92761656025061,6.733466090018504
74,99.56264748652437,6.966018193048473
75,78.57272187795368,7.237679059860279
76,94.69383924710567,6.909689374501264
77,146.42982485088584,6.429824850885848
78,147.3511691441301,7.351169144130091
79,146.85086420835427,7.35086420835428
80,108.63268087030683,7.087182801793991
81,145.42352075277893,6.173520752778936
82,144.77939346808407,5.529393468084068
83,87.67833750465218,8.006252059506082
84,80.78864450561827,7.50186534746146
85,145.12655841551762,6.37655841551763
86,74.3274767263849,6.8745643666097145
87,102.14856449783464,6.071529610230363
88,72.93540363367461,5.9390343580626554
89,144.7191747908434,6.219174790843398
90,91.67059145566763,6.808893034520304
91,145.00393431193336,8.003934311933373
92,108.61281353372536,7.837697643113815
93,76.28050087070888,6.832783724540412
94,87.97833333143724,7.7462900481506525
95,142.9418724771697,6.691872477169703
96,98.34051414040009,6.933202595800087
97,95.84148986897908,7.304329486896858
98,94.72492137275422,8.16449196428821
99,83.93025644395048,9.909617852084457
100,143.85335334997032,10.853353349970313
101,79.26451099320968,17.674956986026572
102,96.20167010723642,15.330478087089112
103,85.06870248405346,6.917843432306875
104,71.81315925422233,10.136326843825085
105,74.75913697523146,16.039748020468217
106,77.71376740891313,9.575522703204111
107,101.4756908595969,10.601472244385487
108,94.47213450757926,18.08092929668049
109,107.13387026103332,7.312339898452562
110,91.52916780926057,7.102218894316751
111,79.039545288176,17.253526832375872
112,75.87154360630556,7.919454677499953
113,102.43654512460685,14.165016354476933
114,74.13403223481758,12.481923948075762
115,76.74065639786488,13.019416921593518
116,102.89220320806221,9.668510441157979
117,72.70848418995368,15.491620689787274
118,107.13608324596763,12.403126209624098
119,74.1550390956732,10.916362501891808
120,68.06520986803342,6.065209868033414
121,75.35020916709416,9.370788707172936
122,107.73944911652154,7.239449116521546
123,70.10289869837789,13.60289869837789
124,88.83142913379562,6.331429133795617
125,104.7846989921458,18.78469899214581
126,71.7764717150192,15.776471715019198
127,91.65102549396045,12.24179633171094
128,104.20523231756653,8.341388202544715
129,83.56696190586108,14.545574932832539
130,63.26543224168531,14.765432241685312
131,83.93859067381815,7.4135217850855595
132,78.44027307708188,14.937714496704297
133,71.15535187677686,6.586649212935111
134,79.40926887445697,7.397941201275033
135,90.65843576822152,13.158435768221526
136,77.09525074824452,15.595250748244524
137,101.90620578774931,7.40620578774932
138,88.72221846444373,8.556014019912945
139,76.09173867434647,13.625415105566208
